# Base attributes derived from data provider resources (BAFU, Swisstopo, etc.).
gauge_id;country;gauging_st;water_body;type;id6;id12;shape_leng;shape_area;super_catc;sub_catchm;h1;h2;ext_ch;ext_de;ext_at;ext_li;ext_it;ext_fr;ext_r1981;ext_tabs;ext_srel;ext_sim;ext_r1992
2308;CH;Goldach, Bleiche;Goldach;stream;GolGol;753190261590;42213.9814928;5.04045697421e7;0;1;146;147;100.0;0.0;0.0;0.0;0.0;0.0;99.2;99.2;99.2;99.2;99.2
2309;CH;Horn, Farbmühle;Mühlebach;stream;MueHor;752895261830;4970.15039061;644591.542306;0;1;148;149;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2312;CH;Salmsach, Hungerbühl;Aach;stream;AacSal;744410268400;44598.1862259;4.73842563798e7;0;1;173;176;100.0;0.0;0.0;0.0;0.0;0.0;94.97;94.97;94.97;94.97;94.97
2319;CH;Zernez;Ova da Cluozza;stream;OdCZer;804930174830;24376.757629;2.69457271068e7;0;1;449;450;99.96;0.0;0.0;0.0;0.04;0.0;100.0;100.0;100.0;100.0;100.0
2321;CH;Pregassona;Cassarate;stream;CasPre;718010097380;44408.1423533;7.57819932206e7;0;1;480;481;99.97;0.0;0.0;0.0;0.03;0.0;100.0;100.0;100.0;100.0;100.0
2327;CH;Davos, Kriegsmatte;Dischmabach;stream;DisDav;786220183370;32161.7720006;4.28604453506e7;0;1;68;69;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2342;CH;Brig;Saltina;stream;SalBri;642220129630;43646.9194608;7.651930603e7;1;1;586;587;99.99;0.0;0.0;0.0;0.01;0.0;100.0;100.0;100.0;100.0;100.0
2343;CH;Huttwil, Häberenbad;Langeten;stream;LanHut;629560219135;41312.2948196;5.99244775875e7;0;1;300;301;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2346;CH;Brig;Rhone (Rotten);stream;RhoBri;641340129700;186537.766419;9.06074693111e8;1;1;577;590;99.99;0.0;0.0;0.0;0.01;0.0;100.0;100.0;100.0;100.0;100.0
2347;CH;Roveredo, Bacino di compenso;Riale di Roggiasca;stream;RdRRov;733545118160;11123.7086794;8.1238148291e6;0;1;11;150;99.9;0.0;0.0;0.0;0.1;0.0;86.17;86.17;86.17;86.17;86.17
2349;CH;Chiasso, Ponte di Polenta;Breggia;stream;BreChi;722315078320;38396.815585;4.71004842317e7;0;0;644;645;67.76;0.0;0.0;0.0;32.24;0.0;99.79;99.79;97.66;99.79;99.79
2351;CH;Visp;Vispa;stream;VisVis;634030125900;152425.920234;7.85837684522e8;0;1;591;592;99.97;0.0;0.0;0.0;0.03;0.0;100.0;100.0;100.0;100.0;100.0
2352;CH;Linthal, Ausgleichsbecken KLL;Linth;stream;LinLin;718285197310;54400.7539019;1.46876654698e8;0;1;381;382;100.0;0.0;0.0;0.0;0.0;0.0;98.72;98.72;98.72;98.72;98.72
2355;CH;Davos, Frauenkirch;Landwasser;stream;LanDav;779640181200;70741.7775846;1.83677707917e8;1;1;67;70;100.0;0.0;0.0;0.0;0.0;0.0;99.09;99.09;99.09;99.09;99.09
2356;CH;Cavergno, Pontit;Riale di Calneggia;stream;RdCCav;684970135960;21132.4618678;2.39169290901e7;0;1;493;494;99.96;0.0;0.0;0.0;0.04;0.0;100.0;100.0;100.0;100.0;100.0
2364;CH;Piotta;Ticino;stream;TicPio;694610152450;84166.0909573;1.58891321084e8;0;1;512;513;99.97;0.0;0.0;0.0;0.03;0.0;100.0;100.0;100.0;100.0;100.0
2366;CH;La Rösa;Poschiavino;stream;PosLaR;802120142010;19049.0484957;1.40903757322e7;0;1;649;650;99.96;0.0;0.0;0.0;0.04;0.0;99.36;99.36;99.36;99.36;99.36
2368;CH;Locarno, Solduno;Maggia;stream;MagLoc;703100113860;169668.393418;9.28838503583e8;1;1;183;184;81.12;0.0;0.0;0.0;18.88;0.0;89.36;89.36;88.93;99.48;99.48
2369;CH;Yvonand, La Mauguettaz;Mentue;stream;MenYvo;545440180875;67059.5094821;1.05298277225e8;0;1;612;613;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2370;CH;Le Noirmont, La Goule;Doubs;stream;DouLeN;561430231050;306447.724289;1.04674867865e9;1;1;219;222;18.68;0.0;0.0;0.0;0.0;81.32;45.57;45.57;43.37;100.0;100.0
2371;CH;Le Chenit, Frontière;Orbe;stream;OrbLeC;501445156305;36117.6749689;4.58461877614e7;1;1;530;531;46.27;0.0;0.0;0.0;0.0;53.73;98.15;98.15;98.15;98.15;98.15
2372;CH;Mollis, Linthbrücke;Linth;stream;LinMol;723985217965;145961.524235;6.00210828069e8;1;1;380;383;100.0;0.0;0.0;0.0;0.0;0.0;99.96;99.96;99.96;99.96;99.96
2374;CH;Mogelsberg, Aachsäge;Necker;stream;NecMog;727110247290;52350.67336;8.80967538832e7;0;1;166;167;100.0;0.0;0.0;0.0;0.0;0.0;96.48;96.48;96.48;96.48;96.48
2378;CH;Orbe, Le Chalet;Orbe;stream;OrbOrb;530080175560;150238.134849;3.42793551873e8;1;1;226;227;74.26;0.0;0.0;0.0;0.0;25.74;100.0;100.0;100.0;100.0;100.0
2386;CH;Frauenfeld;Murg;stream;MurFra;709540269660;93126.1895368;2.13294904447e8;1;1;160;163;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2387;CH;Fürstenau;Hinterrhein;stream;HinFue;753570175730;284716.928429;1.57686252928e9;1;1;63;74;96.69;0.0;0.0;0.0;3.31;0.0;100.0;99.82;99.56;100.0;100.0
2392;CH;Rheinau;Rhein (Oberwasser);stream;RObRhe;687420277140;1.07753143932e6;1.19025294227e10;1;1;9;158;47.85;30.34;20.03;1.34;0.44;0.0;100.0;56.22;55.74;99.23;100.0
2403;CH;Cinuos-Chel;Inn;stream;InnCin;797700168170;155044.174307;7.3347262213e8;1;1;425;444;99.97;0.0;0.0;0.0;0.03;0.0;99.8;99.8;99.8;99.8;99.8
2409;CH;Eggiwil, Heidbüel;Emme;stream;EmmEgg;627910191180;69177.5818256;1.24360744931e8;0;1;289;290;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2410;CH;Ruggell;Liechtensteiner Binnenkanal;stream;LiBRug;757750234590;71640.9646546;1.14463506018e8;0;1;58;59;11.83;0.0;5.67;82.5;0.0;0.0;97.85;97.85;97.85;98.72;97.85
2412;CH;Vuippens, Château;Sionge;stream;SioVui;572420167540;39187.1268392;4.33975405913e7;0;1;272;273;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2414;CH;Mosnang, Rietholz;Rietholzbach;stream;RieMos;718840248440;7841.85878482;3.18713192287e6;0;1;168;169;100.0;0.0;0.0;0.0;0.0;0.0;94.13;94.13;94.13;94.13;94.13
2415;CH;Rheinsfelden;Glatt;stream;GlaRhe;678040269720;149998.679316;4.17384213493e8;1;1;181;186;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2416;CH;Hitzkirch, Richensee;Aabach;stream;AabHit;661390230220;43483.5783637;7.33036545239e7;1;1;314;317;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2417;CH;Oberkirch;Suhre;stream;SuhObe;651320223140;43557.29354;7.56422832751e7;1;1;304;309;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2418;CH;Tiefencastel;Julia;stream;JulTie;763570169910;91278.6018725;3.24686551661e8;0;1;64;65;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2419;CH;Reckingen;Rhone (Rotten);stream;RhoRec;661910146780;87778.141812;2.14254112955e8;1;1;578;585;99.99;0.0;0.0;0.0;0.01;0.0;99.42;99.42;99.42;99.42;99.42
2420;CH;Lumino, Sassello;Moesa;stream;MoeLum;724765120360;115497.869375;4.71867908559e8;1;1;503;508;99.45;0.0;0.0;0.0;0.55;0.0;100.0;100.0;100.0;100.0;100.0
2426;CH;Mels;Seez;stream;SeeMel;750410212510;54296.5218786;1.06069529454e8;0;1;384;385;100.0;0.0;0.0;0.0;0.0;0.0;98.99;98.99;98.99;98.99;98.99
2430;CH;Somvitg, Encardens;Rein da Sumvitg;stream;RdSSum;718810167690;25628.4729052;2.17567704974e7;0;1;76;77;100.0;0.0;0.0;0.0;0.0;0.0;87.33;87.33;87.33;87.33;87.33
2432;CH;Ecublens, Les Bois;Venoge;stream;VenEcu;532040154160;94117.4850174;2.27612560323e8;0;1;564;565;100.0;0.0;0.0;0.0;0.0;0.0;98.85;98.85;98.85;98.85;98.85
2433;CH;Allaman, Le Coulet;Aubonne;stream;AubAll;520720147410;61435.8419883;1.05328348229e8;0;1;570;571;100.0;0.0;0.0;0.0;0.0;0.0;99.69;99.69;99.69;99.69;99.69
2434;CH;Olten, Hammermühle;Dünnern;stream;DueOlt;634330244480;100819.943834;2.33788178103e8;0;1;318;319;100.0;0.0;0.0;0.0;0.0;0.0;97.95;97.95;97.95;97.95;97.95
2436;CH;Alpnach, Chilch-Erli;Chli Schliere;stream;ChSAlp;663800199570;25698.2303795;2.16015995746e7;0;1;339;340;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2437;CH;Ecublens, Eschiens;Parimbot;stream;ParEcu;552060161650;16669.136495;6.92283704801e6;0;1;526;551;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2446;CH;Gampelen, Zihlbrücke;Zihlkanal;stream;ZihGam;569250207860;448886.076914;2.69548514633e9;1;1;202;231;95.74;0.0;0.0;0.0;0.0;4.26;99.8;99.8;99.8;99.65;99.8
2447;CH;Sugiez;Canal de la Broye;stream;CdlBro;575340201450;217606.507194;7.13351487626e8;1;1;217;224;100.0;0.0;0.0;0.0;0.0;0.0;99.81;99.81;99.81;99.81;99.81
2450;CH;Zofingen;Wigger;stream;WigZof;637580237080;129602.524602;3.66196088325e8;1;1;310;313;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2457;CH;Ringgenberg, Goldswil;Aare;stream;AarRin;633730171510;181363.663564;1.13755705159e9;1;1;240;249;100.0;0.0;0.0;0.0;0.0;0.0;99.34;99.34;99.34;99.34;99.34
2458;CH;Valangin;Seyon;stream;SeyVal;559370206810;55190.0856017;1.12314247781e8;0;1;559;614;100.0;0.0;0.0;0.0;0.0;0.0;98.83;98.83;98.83;98.83;98.83
2461;CH;Magliaso, Ponte;Magliasina;stream;MagMag;711620093290;31177.3650604;3.43812026624e7;0;1;487;488;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2462;CH;S-chanf;Inn;stream;InnSCh;795800165910;130531.340839;6.15950719329e8;1;1;426;443;99.97;0.0;0.0;0.0;0.03;0.0;100.0;100.0;100.0;100.0;100.0
2463;CH;Bioggio, Campagna;Vecchio Vedeggio;stream;VVeBio;714340096590;9498.7525519;5.42718680406e6;0;1;484;485;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2467;CH;Gümmenen;Saane;stream;SaaGue;585100199240;292611.324525;1.88125977994e9;1;1;263;278;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2468;CH;St. Gallen, Bruggen / Au;Sitter;stream;SitStG;742540253230;85730.2411552;2.61065329849e8;1;1;105;106;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2469;CH;Hondrich;Kander;stream;KanHon;617790168400;105030.620138;4.90673361611e8;1;1;251;254;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2471;CH;Murgenthal, Walliswil;Murg;stream;MurMur;629340233555;94296.6096072;1.83362700051e8;1;1;299;302;100.0;0.0;0.0;0.0;0.0;0.0;99.8;99.8;99.8;99.8;99.8
2473;CH;Diepoldsau, Rietbrücke;Rhein;stream;RheDie;766280250360;579044.62681;6.29739867239e9;1;1;35;90;74.43;0.0;22.2;2.54;0.83;0.0;100.0;82.67;82.18;100.0;100.0
2474;CH;Buseno;Calancasca;stream;CalBus;729440127180;64430.2537224;1.20532825807e8;0;1;506;507;100.0;0.0;0.0;0.0;0.0;0.0;99.56;99.56;99.56;99.56;99.56
2475;CH;Bignasco, Ponte nuovo;Maggia;stream;MagBig;690040132550;80353.1724286;3.1552098673e8;1;1;492;495;99.99;0.0;0.0;0.0;0.01;0.0;99.2;99.2;99.2;99.2;99.2
2477;CH;Zug, Letzi;Lorze;stream;LorZug;680600226070;70385.1644544;1.00246609535e8;1;1;327;330;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2478;CH;Soyhières, Bois du Treuil;Birse;stream;BirSoy;596780249070;152065.680562;5.69486772996e8;1;1;400;407;100.0;0.0;0.0;0.0;0.0;0.0;99.04;99.04;99.04;98.86;99.04
2480;CH;Boudry;Areuse;stream;AreBou;554350199940;151244.982878;3.77675056086e8;1;1;627;628;92.92;0.0;0.0;0.0;0.0;7.08;99.82;99.82;99.82;99.82;99.82
2481;CH;Buochs, Flugplatz;Engelberger Aa;stream;EnABuo;673555202870;79261.1147301;2.27996938038e8;0;1;353;354;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2484;CH;Lauerz, Chlostermatt;Lauerzersee;lake;LaSLau;688020209530;43408.0564081;7.23867163026e7;0;1;336;337;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2485;CH;Boncourt, Frontière;Allaine;stream;AllBon;567830261200;96493.601725;2.12017269429e8;0;0;654;655;95.7;0.0;0.0;0.0;0.0;4.3;99.05;99.05;99.05;99.05;99.05
2486;CH;Vevey, Copet;Veveyse;stream;VevVev;554675146565;47796.6411418;6.44505324357e7;0;1;525;552;100.0;0.0;0.0;0.0;0.0;0.0;97.75;97.75;97.75;97.75;97.75
2487;CH;Werthenstein, Chappelboden;Kleine Emme;stream;KlEWer;647870209510;104965.69867;3.11474725525e8;0;1;362;363;100.0;0.0;0.0;0.0;0.0;0.0;99.85;99.85;99.85;100.0;99.85
2488;CH;Latterbach;Simme;stream;SimLaT;610680167840;148514.454531;5.6320828109e8;1;1;255;260;100.0;0.0;0.0;0.0;0.0;0.0;98.19;98.19;98.19;98.19;98.19
2490;CH;Dardagny, Les Granges;Allondon;stream;AllDar;488880119460;54456.8364247;1.19388380173e8;1;1;634;639;3.05;0.0;0.0;0.0;0.0;96.95;38.53;38.53;36.85;99.68;99.68
2491;CH;Bürglen, Galgenwäldli;Schächen;stream;SchBue;692480191800;54407.6780504;1.07899966385e8;0;1;345;346;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2493;CH;Gland, Route Suisse;Promenthouse;stream;ProGla;510080140080;64964.7796021;1.19773318499e8;0;1;536;541;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2494;CH;Pollegio, Campagna;Ticino;stream;TicPol;716120135330;155165.412672;4.43765544177e8;1;1;511;514;99.99;0.0;0.0;0.0;0.01;0.0;100.0;100.0;100.0;100.0;100.0
2497;CH;Nebikon;Luthern;stream;LutNeb;640560226740;81258.2984995;1.0468200499e8;0;1;311;312;100.0;0.0;0.0;0.0;0.0;0.0;98.39;98.39;98.39;98.39;98.39
2498;CH;Castrisch;Glenner;stream;GleCas;735329181796;98676.0350225;3.8088406933e8;0;1;75;78;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2500;CH;Ittigen;Worble;stream;WorItt;603005202455;50097.1283336;6.70560503728e7;0;1;279;280;100.0;0.0;0.0;0.0;0.0;0.0;99.92;99.92;99.92;99.92;99.92
2602;CH;Domat/Ems;Rhein;stream;RheDom;753890189370;406720.175933;3.22858627621e9;1;1;62;81;98.38;0.0;0.0;0.0;1.62;0.0;100.0;99.89;99.76;100.0;100.0
2603;CH;Langnau;Ilfis;stream;IlfLan;627320198600;74523.1318949;1.87448990429e8;0;1;291;292;100.0;0.0;0.0;0.0;0.0;0.0;96.56;96.56;96.56;96.56;96.56
2604;CH;Biberbrugg;Biber;stream;BibBib;697240223280;28377.7684751;3.19141117917e7;0;1;370;371;100.0;0.0;0.0;0.0;0.0;0.0;87.74;87.74;87.74;87.74;87.74
2605;CH;Lavertezzo, Campiöi;Verzasca;stream;VerLav;708420122920;69745.217161;1.85124793541e8;1;1;497;500;100.0;0.0;0.0;0.0;0.0;0.0;99.39;99.39;99.39;99.39;99.39
2606;CH;Genève, Halle de l'ìle;Rhône;stream;RhoGen;499890117850;768637.795898;8.00206976921e9;1;1;558;615;84.71;0.0;0.0;0.0;0.01;15.28;90.73;90.73;90.61;99.92;100.0
2607;CH;Oberwald;Goneri;stream;GonObe;670467153932;27584.3471991;3.85927204242e7;1;1;580;581;100.0;0.0;0.0;0.0;0.0;0.0;99.66;99.66;99.66;99.66;99.66
2608;CH;Neuenkirch;Sellenbodenbach;stream;SelNeu;658530218290;16187.9367179;1.03986421406e7;0;1;307;308;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2609;CH;Einsiedeln;Alp;stream;AlpEin;698640223020;41888.9541966;4.67150792624e7;0;1;519;520;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2610;CH;Vicques;Scheulte;stream;SchVic;599485244150;42965.7217294;7.26958395764e7;0;1;403;404;100.0;0.0;0.0;0.0;0.0;0.0;97.67;97.67;97.67;97.67;97.67
2612;CH;Lavertezzo;Riale di Pincascia;stream;RdPLav;708060123950;32088.0576727;4.44936629325e7;0;1;498;499;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2613;CH;Weil, Palmrainbrücke (D);Rhein;stream;RheWei;611740272310;1.50815165879e6;3.64044163023e10;1;0;2;419;76.56;15.87;6.55;0.44;0.14;0.44;99.98;80.94;80.74;99.68;99.98
2615;CH;Basel, Klingenthalfähre;Rhein;stream;RheBKl;611140267900;1.50754863026e6;3.59260020009e10;1;1;3;412;77.49;14.85;6.63;0.45;0.15;0.43;99.98;81.84;81.64;99.66;99.98
2617;CH;Müstair;Rom;stream;RomMue;830800168700;58967.6552985;1.28585121712e8;0;0;646;647;99.87;0.0;0.0;0.0;0.13;0.0;100.0;100.0;100.0;100.0;100.0
2620;CH;Soglio;Mera;stream;MerSog;760770133450;59656.8408586;1.77368867272e8;0;0;656;657;99.94;0.0;0.0;0.0;0.06;0.0;99.23;99.23;99.23;99.23;99.23
2623;CH;Oberwald;Rhone;stream;RhoObe;669900154075;57228.1996965;9.33179005661e7;1;1;579;584;100.0;0.0;0.0;0.0;0.0;0.0;98.46;98.46;98.46;98.46;98.46
2629;CH;Agno;Vedeggio;stream;VedAgn;714110095680;66862.2323556;9.98830316076e7;0;1;483;486;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2630;CH;Sion;Sionne;stream;SioSio;594400119900;32247.1380385;2.76216176499e7;1;1;593;594;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2631;CH;Hinterrhein;Hinterrhein, Schissplatz;stream;HinHin;733706153945;35676.3827495;4.15238137349e7;0;1;164;177;100.0;0.0;0.0;0.0;0.0;0.0;98.74;98.74;98.74;98.74;98.74
2634;CH;Emmen;Kleine Emme;stream;KlEEmm;663700213630;142185.158427;4.78277164685e8;1;1;361;364;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2635;CH;Einsiedeln, Gross;Grossbach;stream;GroEin;700710218125;13804.039981;8.94508976581e6;0;1;374;375;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0
2640;CH;Delémont, Pré-Guillaume;Sorne;stream;SorDel;593380245940;82838.882339;2.1392586312e8;0;1;401;402;100.0;0.0;0.0;0.0;0.0;0.0;96.76;96.76;96.76;96.76;96.76
2642;CH;Neuchâtel, Nid-du-Crô;Lac de Neuchâtel;lake;LdeNeu;562913205165;456233.178907;2.67896908777e9;1;1;213;216;95.71;0.0;0.0;0.0;0.0;4.29;99.82;99.82;99.82;99.66;99.82
2644;CH;Celerina;Inn;stream;InnCel;786049154253;72577.1017839;1.76192025758e8;1;1;431;440;99.95;0.0;0.0;0.0;0.05;0.0;100.0;100.0;100.0;100.0;100.0
3001;A;Bangs;Rhein;stream;RheBan;758505237839;499252.858412;4.65268961537e9;1;1;55;84;96.65;0.0;0.14;2.09;1.12;0.0;100.0;99.92;99.84;100.0;100.0
3002;A;Meiningen (Guefel);Ehbach;stream;EhbMei;761862241627;34573.820517;3.90832124119e7;1;1;86;89;0.0;0.0;100.0;0.0;0.0;0.0;100.0;25.59;15.35;100.0;100.0
3003;A;Gisingen;Ill;stream;IllGis;761970236592;246987.868952;1.27928942687e9;1;1;39;54;0.04;0.0;95.92;4.04;0.0;0.0;100.0;25.56;23.84;100.0;100.0
3004;A;Brederis;Ehbach;stream;EhbBre;762960239064;27395.6565161;2.51732474807e7;0;1;87;88;0.0;0.0;100.0;0.0;0.0;0.0;99.31;7.42;1.69;99.31;99.31
3005;A;Amerluegen;Samina;stream;SamAme;764826230699;44276.9495972;6.87183346606e7;0;1;40;41;0.05;0.0;28.61;71.34;0.0;0.0;100.0;100.0;100.0;100.0;100.0
3006;A;Lustenau (Hoechster Bruecke);Rhein;stream;RheLus;767612257874;595745.525838;6.299423354e9;1;1;34;91;74.43;0.0;22.2;2.54;0.83;0.0;100.0;82.69;82.2;100.0;100.0
3007;A;Lauterach;Dornbirnerach;stream;DorLau;769017259147;78007.3671989;1.95831298243e8;1;1;126;133;0.0;0.0;100.0;0.0;0.0;0.0;99.06;21.45;16.85;99.06;99.06
3008;A;Hohenems;Emsbach;stream;EmsHoh;769100249106;16614.0448932;8.2006227186e6;0;1;135;136;0.0;0.0;100.0;0.0;0.0;0.0;97.55;24.39;7.15;97.55;97.55
3009;A;Beschling;Ill;stream;IllBes;769630229979;233382.852671;1.13439814136e9;1;1;42;53;0.04;0.0;99.72;0.24;0.0;0.0;100.0;21.07;19.75;100.0;100.0
3010;A;Lustenau (Hofsteig);Rheintalbinnenkanal;stream;RbkLus;770292256198;45298.8940832;7.75426044911e7;1;1;134;137;0.0;0.0;100.0;0.0;0.0;0.0;94.14;52.87;42.56;94.14;94.14
3011;A;Hoher Steg;Dornbirnerach;stream;DorHoh;770558257676;62162.4463984;1.13074743119e8;1;1;127;132;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
3012;A;Unterhochsteg (Summenpegel);Leiblach mit Werkskanal;stream;LeiUnt;772968267685;62732.1538226;1.05384557408e8;0;1;124;125;0.0;74.07;25.93;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
3013;A;Laterns;Frutz;stream;FruLat;773328236532;26139.9507144;3.30597167619e7;0;1;36;37;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
3014;A;Lochau;Ruggbach;stream;RugLoc;773575267444;13885.3398259;7.2116392613e6;0;1;138;139;0.0;0.0;100.0;0.0;0.0;0.0;83.2;0.0;0.0;83.2;83.2
3015;A;Schwarzach;Schwarzach;stream;SchScw;774883257621;23885.1312108;1.76068653251e7;0;1;128;129;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
3016;A;Enz;Dornbirnerach;stream;DorEnz;775345252188;36244.6720243;5.32983512962e7;0;1;130;131;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
3017;A;Kennelbach;Bregenzerach;stream;BreKen;776102261003;191130.925337;8.2346157009e8;1;1;12;33;0.0;26.09;73.91;0.0;0.0;0.0;99.94;0.0;0.0;99.94;99.94
3018;A;Buers (Bruecke L82);Alvier;stream;AlvBue;779268224901;46692.6706296;7.25609642202e7;0;1;45;46;0.07;0.0;99.93;0.0;0.0;0.0;100.0;41.34;41.34;100.0;100.0
3019;A;Loruens-Aeule;Ill;stream;IllLor;782652222860;132705.181173;5.35989489211e8;1;1;47;50;0.06;0.0;99.94;0.0;0.0;0.0;100.0;30.97;28.92;100.0;100.0
3020;A;Thal (Martinsbrücke);Rotach;stream;RotTha;783405267018;51069.3189411;8.31785350311e7;0;1;21;22;0.0;78.81;21.19;0.0;0.0;0.0;98.58;0.0;0.0;98.58;98.58
3021;A;Mellau;Bregenzerach;stream;BreMel;784510247740;82843.9661932;2.27476956502e8;1;1;25;30;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
3022;A;Garsella;Lutz;stream;LutGar;784554233509;46355.249251;9.54262092816e7;0;1;43;44;0.0;0.0;100.0;0.0;0.0;0.0;99.55;0.0;0.0;99.55;99.55
3023;A;Reuthe;Bizauerbach;stream;BizReu;785465249411;22726.6855369;1.42973875299e7;0;1;31;32;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
3024;A;Krumbach-Zwing;Weissach;stream;WeiKru;786782264220;87876.8801125;2.00311800952e8;1;1;13;20;0.0;62.52;37.48;0.0;0.0;0.0;99.84;0.0;0.0;99.84;99.84
3025;A;Schruns (Vonbunweg);Litz;stream;LitSch;787930217330;53765.8783389;1.01864498868e8;0;1;48;49;0.0;0.0;100.0;0.0;0.0;0.0;99.15;0.0;0.0;99.15;99.15
3026;A;Hittisau (VKW);Bolgenach;stream;BolHit;790369259948;46508.1301616;8.0902625817e7;1;1;16;19;0.0;54.34;45.66;0.0;0.0;0.0;98.88;0.0;0.0;98.88;98.88
3027;A;Au;Bregenzerach;stream;BreAu;791574244958;70373.6831077;1.47223222566e8;1;1;26;29;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
3028;A;Kaelberweide;Leckenbach;stream;LecKae;794634260963;18958.5800134;1.47414073635e7;0;1;17;18;0.0;65.1;34.9;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
3029;A;Schoenenbach (Hengstig);Subersach;stream;SubSch;796455251598;27438.864519;3.04813685391e7;0;1;23;24;0.0;8.02;91.98;0.0;0.0;0.0;91.86;0.0;0.0;91.86;91.86
3030;A;Hopfreben;Bregenzerach;stream;BreHop;797333240452;31867.6211102;4.07281867027e7;0;1;27;28;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
3031;A;Kloesterle (OEBB);Alfenz;stream;AlfKlo;798898222956;43517.2375421;6.57159429022e7;0;1;51;52;0.0;0.0;100.0;0.0;0.0;0.0;98.91;0.0;0.0;98.91;98.91
3032;A;Schalklhof;Schalklbach;stream;SchScl;832172202849;47151.9604263;1.08014530223e8;0;1;421;422;75.93;0.0;24.07;0.0;0.0;0.0;99.99;99.99;99.99;99.99;99.99
3033;A;Kajetansbruecke;Inn;stream;InnKat;833770204533;328171.020573;2.15195906779e9;1;0;420;453;83.08;0.0;4.78;0.0;12.14;0.0;100.0;92.47;91.78;100.0;100.0
4001;DE;Tegernau;Kleine Wiese;stream;KlWTeg;626716285346;40489.9203855;6.99723932113e7;0;1;414;415;0.0;100.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
4002;DE;Zell;Wiese;stream;WieZel;630536283286;71005.2858599;2.06744649036e8;0;1;416;417;0.0;100.0;0.0;0.0;0.0;0.0;99.16;0.0;0.0;99.16;99.16
